MOF,uptake_ads,uptake_des,del_q,heat_ads,heat_des,del_H_ads,LISD,LFSD,LISFS,Unit_cell_volume,Density,ASA_A2,ASA_m2_per_cm3,ASA_m2_per_g,NASA_A2,NASA_m2_per_cm3,NASA_m2_per_g,Number_of_channels,Channel_surface_area_A2,Number_of_pockets,AV_A3,AV_Volume_fraction,AV_cm3_per_g,NAV_A3,NAV_Volume_fraction,NAV_cm3_per_g,Channel_volume,Number_of_pockets.1,oms_value,Pocket_volume_A3,Pocket_surface_area_A2,No_of_Channel,Di,Df,Dif,H,Yb,Ir,K,V,Te,Mn,Co,Sr,Bi,Cd,Mg,P,Be,Cl,As,F,Pb,Pr,Mo,I,Er,Fe,Pu,Y,W,Gd,Sn,Se,Cs,B,Ge,C,Si,Ag,Pt,S,Th,Ca,Dy,Au,Rb,Zr,Ho,Br,Sc,Na,U,Pd,Nd,Ni,Np,N,Nb,Ru,Li,Lu,Zn,Hg,Hf,Sb,In,Eu,Ga,Tb,Tm,Sm,O,La,Cr,Ti,Ba,Rh,Ce,Cu,Al,Re,COP
IHIMAP01_clean,0.065661066,0.059818041,0.005843025,-41.31454,-38.85682,-40.08568,4.62069,3.6112,4.35475,1082.84,1.90767,72.0671,665.54,348.875,0,0,0,1,72.0671,0,17.9751,0.0166,0.0087017,0,0,0,17.9751,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,0,0,0,0,0,0,0,0.042780131
IGINIX01_clean,0.190697775,0.184828476,0.0058693,-38.68493,-46.27548,-42.480205,5.52231,3.45418,5.52231,2406.45,1.27239,331.576,1377.86,1082.89,0,0,0,1,331.576,0,136.686,0.0568,0.0446403,0,0,0,136.686,0,4,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0.042681978
NUCYAN_clean,0.071515811,0.065692243,0.005823568,-39.58425,-38.95108,-39.267665,4.87935,4.08639,4.87935,2228.39,1.48214,108.437,486.615,328.318,0,0,0,2,54.8502,0,29.8604,0.0134,0.00904096,0,0,0,14.7074,0,0,0,0,2,4.87935,4.08639,4.87935,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0.042744441
FUNBAS_clean,0.154168774,0.148287027,0.005881747,-43.553,-43.28897,-43.420985,6.40834,4.37067,6.40834,2516.73,1.11042,249.945,993.135,894.381,0,0,0,1,249.945,0,119.293,0.0474,0.0426867,0,0,0,119.293,0,0,0,0,1,6.40834,4.37067,6.40834,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0.04265677
MABKIK_clean,0.069050914,0.063147275,0.00590364,-46.01342,-44.46897,-45.241195,5.06771,4.26488,5.06771,2612.59,1.45304,120.353,460.667,317.036,0,0,0,2,60.0859,0,42.8464,0.0164,0.0112866,0,0,0,22.9908,0,0,0,0,2,5.06771,4.26488,5.06771,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,8,0,0,0.042593204
YAVSOG_clean,0.063640519,0.057864286,0.005776233,-34.93638,-37.626,-36.28119,5.20789,3.41837,5.20789,3675.73,1.58778,242.734,660.369,415.907,0,0,0,4,59.7188,0,57.3414,0.0156,0.00982504,0,0,0,19.8489,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,8,0,0,0,0.042766139
GUKZAO_clean,0.178891525,0.173113893,0.005777632,-34.47248,-39.07354,-36.77301,6.45007,4.56647,6.45007,1324.38,1.23962,237.007,1789.57,1443.64,0,0,0,1,237.007,0,137.471,0.1038,0.0837355,0,0,0,137.471,0,0,0,0,1,6.45007,4.56647,6.45007,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0.0427202
NUJCEA_clean,0.026653833,0.020935976,0.005717857,-33.08655,-31.79517,-32.44086,4.73777,3.67641,4.73777,2806.73,1.60555,87.5278,311.85,194.232,0,0,0,2,46.2697,0,17.4017,0.0062,0.00386161,0,0,0,8.98154,0,8,0,0,2,4.73777,3.67641,4.73777,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042803474
VUKTAY_clean,0.097927993,0.09214845,0.005779543,-33.06904,-40.88818,-36.97861,5.11056,3.82297,5.11056,5053.17,1.40562,350.951,694.516,494.099,48.1119,95.2114,67.7361,1,350.951,2,115.212,0.0228,0.0162206,9.09571,0.0018,0.00128057,115.212,2,0,7.07444,23.8645,1,5.11056,3.82297,5.11056,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,60,0,0,0,0,0,0,0,0,0,0.042709872
BAEDTA01_clean,0.05030173,0.044410474,0.005891256,-46.20257,-43.9822,-45.092385,5.31548,4.24463,5.31548,3490.01,2.14248,98.7217,282.869,132.029,25.2199,72.2632,33.7287,2,51.3681,2,33.5041,0.0096,0.00448079,9.07403,0.0026,0.00121355,15.3561,2,0,5.58402,12.61,2,5.31548,4.24463,5.31548,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,16,0,0,0,0,0,0.042530991
GISZUF_clean,0.101452876,0.095630686,0.00582219,-38.71012,-41.83539,-40.272755,5.8606,4.96532,5.57488,6369.35,1.31215,343.376,539.106,410.856,127.939,200.866,153.081,2,171.566,8,189.807,0.0298,0.0227108,15.2864,0.0024,0.00182905,99.3619,8,8,2.54774,19.2895,2,5.8606,4.96532,5.8606,160,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0.042622708
GUKYUI_clean,0.060292429,0.054502499,0.00578993,-38.00374,-39.10635,-38.555045,4.85912,4.51007,4.85912,1284.67,1.20599,65.5506,510.254,423.099,0,0,0,1,65.5506,0,18.7561,0.0146,0.0121062,0,0,0,18.7561,0,0,0,0,1,4.85912,4.51007,4.85912,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0.042602355
MAZSOX_clean,0.145602588,0.139816528,0.00578606,-37.49631,-39.40024,-38.448275,5.47626,3.65084,5.33354,2254.56,1.3131,290.963,1290.55,982.824,0,0,0,2,145.222,0,86.5751,0.0384,0.0292437,0,0,0,44.6403,0,0,0,0,2,5.47626,3.65084,5.47626,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,10,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0.042588671
YOYQUA_clean,0.149564736,0.143717171,0.005847565,-47.0936,-39.36037,-43.226985,6.73531,5.14118,6.73531,3581.89,1.08477,269.198,751.552,692.823,0,0,0,1,269.198,0,133.963,0.0374,0.0344774,0,0,0,133.963,0,0,0,0,1,6.73531,5.14118,6.73531,78,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0.04245849
UYAQAN_clean,0.067871015,0.06212801,0.005743005,-33.95289,-37.95706,-35.954975,7.19018,5.50111,7.19018,2187.39,1.13147,142.637,652.089,576.319,0,0,0,1,142.637,0,70.434,0.0322,0.0284585,0,0,0,70.434,0,0,0,0,1,7.19018,5.50111,7.19018,60,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042579858
UMELAB_clean,0.099145403,0.093339677,0.005805725,-43.18018,-37.96495,-40.572565,6.1537,5.24271,6.10805,10077.2,1.61584,1134.5,1125.81,696.734,0,0,0,2,566.369,0,699.354,0.0694,0.0429498,0,0,0,362.777,0,0,0,0,2,6.1537,5.24271,6.1537,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,148,0,0,0,0,0,0,0,0,0,0.04248155
LUSHOX03_clean,0.137785486,0.131982459,0.005803027,-43.32436,-38.22735,-40.775855,5.44737,4.73654,5.44737,2402.49,1.21123,254.83,1060.69,875.709,0,0,0,2,125.472,0,103.307,0.043,0.035501,0,0,0,46.6083,0,8,0,0,2,5.44737,4.73654,5.44737,32,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0.042441356
POMSOB_clean,0.139088168,0.133272256,0.005815912,-44.32962,-39.45414,-41.89188,5.49781,4.40611,5.49781,1822.26,1.11643,182.382,1000.85,896.474,0,0,0,1,182.382,0,74.3483,0.0408,0.036545,0,0,0,74.3483,0,4,0,0,1,5.49781,4.40611,5.49781,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0.042401698
LAWHEZ01_clean,0.068002101,0.062258154,0.005743947,-37.57173,-36.07683,-36.82428,7.14504,3.85071,6.37284,9347.79,1.65797,677.585,724.861,437.198,0,0,0,2,339.909,0,429.999,0.046,0.0277448,0,0,0,205.651,0,24,0,0,2,7.14504,3.85071,7.14504,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,24,0,0,0,0,12,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0.042489386
KEVVIS_clean,0.096870072,0.091112615,0.005757457,-37.58586,-38.07942,-37.83264,6.98284,5.46727,6.98284,3964.62,1.16086,350.142,883.165,760.786,0,0,0,2,175.878,0,209.332,0.0528,0.0454836,0,0,0,111.009,0,4,0,0,2,6.98284,5.46727,6.98284,88,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0.042467473
KUVJIW_clean,0.062361753,0.056636725,0.005725028,-37.32236,-34.46214,-35.89225,5.72749,4.41898,5.72749,1053.88,2.51192,107.889,1023.74,407.551,0,0,0,1,107.889,0,42.5767,0.0404,0.0160833,0,0,0,42.5767,0,4,0,0,1,5.72749,4.41898,5.72749,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0.042466054
QUSQIG_clean,0.082512091,0.07674071,0.005771381,-38.83219,-40.28835,-39.56027,4.68766,3.77564,4.68766,14420.4,1.42878,1083.66,751.479,525.959,0,0,0,4,279.002,0,193.234,0.0134,0.00937864,0,0,0,46.1454,0,0,0,0,4,4.68766,3.77564,4.68766,352,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,8,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0.042368293
YOFGOR_clean,0.121536122,0.115749856,0.005786265,-42.16438,-39.51554,-40.83996,5.22857,4.7376,5.22857,2009.38,1.32576,195.761,974.236,734.852,0,0,0,2,96.5572,0,67.9169,0.0338,0.0254948,0,0,0,32.5519,0,4,0,0,2,5.22857,4.7376,5.22857,28,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0.042324718
DODMIT_clean,0.105481792,0.099642197,0.005839595,-45.67423,-44.39597,-45.0351,7.04943,4.50422,7.04943,1761.94,1.55856,196.576,1115.68,715.84,0,0,0,1,196.576,0,101.84,0.0578,0.0370856,0,0,0,101.84,0,0,0,0,1,7.04943,4.50422,7.04943,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0.042207987
OTAVAH_clean,0.148672727,0.142955486,0.005717241,-35.0007,-37.40507,-36.202885,5.6838,4.92826,5.4974,3533.61,1.10464,534.434,1512.43,1369.16,0,0,0,2,262.388,0,230.391,0.0652,0.0590238,0,0,0,111.662,0,0,0,0,2,5.6838,4.92826,5.6838,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0.042379344
VUHMOC_clean,0.097150575,0.091367092,0.005783484,-39.72216,-42.55903,-41.140595,9.03162,5.24659,9.03162,15329.7,2.14431,2244.41,1464.09,682.779,0,0,0,2,1125.18,0,1897.81,0.1238,0.0577341,0,0,0,932.044,0,0,0,0,2,9.03162,5.24659,9.03162,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042273451
REFJET_clean,0.119563829,0.113749646,0.005814183,-46.04757,-42.22009,-44.13383,6.12026,5.64749,6.12026,2369.44,1.48318,253.246,1068.8,720.613,0,0,0,2,129.609,0,134.584,0.0568,0.038296,0,0,0,40.2806,0,4,0,0,2,6.12026,5.64749,6.12026,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0.042143993
CIFDUS_clean,0.224122289,0.218418486,0.005703803,-35.36955,-38.12157,-36.74556,5.87095,3.62617,5.87095,2730.01,0.982136,398.398,1459.33,1485.87,0,0,0,1,398.398,0,139.231,0.051,0.0519276,0,0,0,139.231,0,4,0,0,0,0,0,0,36,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0.04222948
EWEWUZ_charged,0.044027388,0.038323451,0.005703937,-34.74363,-38.94599,-36.84481,4.43088,3.68753,4.43088,2397.5,1.669,63.3633,264.289,158.352,2.62446,10.9467,6.55884,2,29.3878,2,12.467,0.0052,0.00311564,0,0,0,5.2745,2,0,0,1.27719,2,4.43088,3.68753,4.43088,44,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,54,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0.042219488
RUZCOF_clean,0.135563582,0.129790551,0.005773031,-42.32969,-41.70471,-42.0172,5.26402,4.46912,5.26402,2144.35,1.59859,259.495,1210.13,757.002,0,0,0,2,130.103,0,95.209,0.0444,0.0277745,0,0,0,48.0334,0,0,0,0,2,5.26402,4.46912,5.26402,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0.042109338
LEZMIN_clean,0.077146463,0.071388695,0.005757768,-38.85554,-42.99018,-40.92286,4.83802,4.04139,4.83802,1894.41,1.80949,177.333,936.085,517.32,0,0,0,2,91.5356,0,29.9317,0.0158,0.00873174,0,0,0,15.9131,0,0,0,0,2,4.83802,4.04139,4.83802,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0.04212929
HACREL_clean,0.233421456,0.227666815,0.005754641,-38.34765,-43.12818,-40.737915,10.61632,3.92239,10.61632,12262.5,1.11327,1826.38,1489.4,1337.86,5.05368,4.12125,3.70192,3,612.291,9,1584.31,0.1292,0.116054,0,0,0,500.309,9,0,0,0.582725,3,10.6163,3.92239,10.6163,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,18,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0.042129027
ETUXEW_clean,0.091258528,0.085525562,0.005732967,-38.2802,-40.16456,-39.22238,4.18934,3.65629,4.18934,1939.35,1.76757,115.103,593.517,335.782,0,0,0,2,57.3894,0,12.4118,0.0064,0.0036208,0,0,0,6.59378,0,0,0,0,2,4.18934,3.65629,4.18934,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0.042152118
WAVQAN_clean,0.143607787,0.137792112,0.005815675,-49.09374,-41.88659,-45.490165,4.74187,3.61995,4.74187,4805.68,1.6227,471.57,981.277,604.72,0,0,0,1,471.57,0,115.336,0.024,0.0147902,0,0,0,115.336,0,4,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0.042005776
VEGMOK04_charged,0.13881191,0.133087817,0.005724093,-39.90162,-37.99744,-38.94953,7.06684,4.73661,7.06683,2982.51,1.11455,333.935,1119.64,1004.57,0,0,0,1,333.935,0,213.548,0.0716,0.0642411,0,0,0,213.548,0,0,0,0,1,7.06684,4.73661,7.06684,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0.042123272
WIVRIE_clean,0.161661114,0.15589466,0.005766454,-39.82499,-44.42796,-42.126475,7.39492,4.99839,5.56068,19178.1,1.16005,2411.54,1257.44,1083.95,0,0,0,32,86.8425,0,1269.59,0.0662,0.0570663,0,0,0,53.6987,0,16,0,0,32,7.39492,4.99839,7.39492,384,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0.042054686
BUPVEP_clean,0.108245117,0.102603707,0.00564141,-33.0533,-32.99289,-33.023095,8.00881,3.78671,8.00881,6406.67,1.70124,808.024,1261.22,741.354,41.6504,65.011,38.2138,1,808.024,2,472.812,0.0738,0.04338,16.6573,0.0026,0.00152829,472.812,2,0,5.12533,19.8521,1,8.00881,3.78671,8.00881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,24,0,0,0,0.042215549
TUBLIN_clean,0.10169751,0.09595858,0.00573893,-43.34738,-38.56961,-40.958495,5.27232,3.76838,5.27232,1727.6,1.23985,124.984,723.453,583.499,0,0,0,1,124.984,0,27.9871,0.0162,0.0130661,0,0,0,27.9871,0,0,0,0,1,5.27232,3.76838,5.27232,48,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0.042002165
FAVHAO_clean,0.057577134,0.051867287,0.005709847,-40.34577,-38.40919,-39.37748,5.15585,4.45363,5.15585,1848.12,1.63957,109.709,593.625,362.061,0,0,0,1,109.709,0,35.8535,0.0194,0.0118324,0,0,0,35.8535,0,0,0,0,1,5.15585,4.45363,5.15585,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0.041982529
QOFDIA08_clean,0.102479695,0.09674316,0.005736535,-41.87534,-42.1222,-41.99877,7.04973,3.71306,7.04973,8441.19,1.32259,723.922,857.607,648.429,0,0,0,4,178.295,0,420.371,0.0498,0.0376533,0,0,0,108.047,0,16,0,0,4,7.04973,3.71306,7.04973,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041873941
TIMMEI_clean,0.058801858,0.053089014,0.005712844,-39.36944,-41.1881,-40.27877,4.03348,3.60448,3.91057,13673.6,1.81907,286.832,209.77,115.317,0,0,0,4,75.9607,0,30.082,0.0022,0.00120941,0,0,0,2.73473,0,16,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0.0419047
LEDHEJ_clean,0.069811817,0.064100224,0.005711593,-40.40219,-40.62605,-40.51412,5.17064,3.87467,5.17064,1083.04,1.58915,57.4855,530.781,334.002,0,0,0,1,57.4855,0,16.0289,0.0148,0.00931314,0,0,0,16.0289,0,0,0,0,1,5.17064,3.87467,5.17064,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0.04187107
INOMOP_clean,0.114845176,0.109174804,0.005670372,-39.22565,-36.44653,-37.83609,5.07103,4.66983,5.07103,1263.88,1.1048,140.81,1114.11,1008.43,0,0,0,2,69.0015,0,56.6216,0.0448,0.0405504,0,0,0,29.8275,0,4,0,0,2,5.07103,4.66983,5.07103,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0.041887397
